MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,MP_Mode,Length,Width,Draft,Cargo,TransceiverClass,VesselID
564702000,2025-09-05T15:39:46,18.233010126953978,-64.98234659704052,0,0,2.0928061721583657,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:39:46,18.257904774232227,-64.97747839613089,0,0,-1.8051513354722304,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:39:47,18.25452010059576,-64.97584672928767,0,0,0.03682964561289902,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:39:47,18.233020969468665,-64.9823530390444,0,0,2.0926563563845204,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:39:47,18.257892713092748,-64.9774814332835,0,0,-1.8042781564886055,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:39:48,18.254520394963908,-64.97583800321006,0,0,0.0364227898561212,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:39:48,18.233028151770633,-64.98235738780494,0,0,2.092892530168818,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:39:48,18.25788461040847,-64.97748362120637,0,0,-1.8039734590367513,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:39:49,18.254520791953254,-64.97582633982181,0,0,0.03617637453791596,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:39:49,18.23303768896511,-64.98236327439764,0,0,2.0932893726577375,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:39:49,18.25787385621056,-64.97748634422551,0,0,-1.8043105799001802,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:39:50,18.25452113886914,-64.97581617020954,0,0,0.03594947901746908,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:39:50,18.23304607523222,-64.98236827133002,0,0,2.0939031157596735,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:39:50,18.25786446976317,-64.97748864993022,0,0,-1.805568802530719,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:39:51,18.25452158240594,-64.97580311742904,0,0,0.03592251713532629,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:39:51,18.23305690884158,-64.98237462450875,0,0,2.0940633484821576,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:39:51,18.257852312543847,-64.97749177662828,0,0,-1.8067537816698132,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:39:52,18.25452187466602,-64.97579444748844,0,0,0.03605554918564187,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:39:52,18.233064062159894,-64.98237901504558,0,0,2.0938438481071486,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:39:52,18.257844280717972,-64.97749367763856,0,0,-1.808138940349938,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:39:53,18.254522309383184,-64.97578146795964,0,0,0.036221797272367025,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:39:53,18.233074788763403,-64.98238566974429,0,0,2.0934418571590463,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:39:53,18.25783216924105,-64.97749667168021,0,0,-1.8086393455936784,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:39:54,18.254522598214344,-64.97577282774289,0,0,0.036494396873413826,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:39:54,18.233082010622475,-64.98238999492006,0,0,2.0926855040820436,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:39:54,18.257824066096376,-64.9774987657281,0,0,-1.8086023851325765,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:39:55,18.254523032179957,-64.97575988941975,0,0,0.03663648715831682,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:39:55,18.233092819785423,-64.98239652231699,0,0,2.0923260768595973,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:39:55,18.257812012948193,-64.9775017096828,0,0,-1.8078894678722113,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:39:56,18.254523324154782,-64.97575126562812,0,0,0.03672240238457212,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:39:56,18.23309995984814,-64.98240098184245,0,0,2.0923039577134936,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:39:56,18.257803927631606,-64.9775038369692,0,0,-1.8066183611526263,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:39:57,18.254523769470307,-64.97573829824843,0,0,0.03668052588091627,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:39:57,18.233110722305604,-64.98240752833948,0,0,2.092658712731581,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:39:57,18.257791812046968,-64.97750700737281,0,0,-1.8058509981267181,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:39:58,18.25452407139279,-64.97572962695375,0,0,0.036490491569061756,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:39:58,18.233117957235358,-64.98241175151803,0,0,2.093443832031676,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:39:58,18.25778377368749,-64.97750898429817,0,0,-1.8051344683480255,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:39:59,18.25452453068507,-64.97571659011106,0,0,0.03631395424086111,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:39:59,18.233128733301957,-64.98241821621642,0,0,2.093862161433407,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:39:59,18.257771623571582,-64.97751216357739,0,0,-1.8052872343297328,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:00,18.254524840494494,-64.97570787843448,0,0,0.03605366597978364,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:00,18.233135867611477,-64.98242262762744,0,0,2.0940612825295637,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:00,18.257763566631844,-64.97751416058118,0,0,-1.8060895890320519,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:01,18.25452530802386,-64.97569477806455,0,0,0.035927779436975234,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:01,18.23314665860333,-64.9824291132535,0,0,2.093810025510979,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:01,18.257751489092843,-64.97751706021926,0,0,-1.8067522263393596,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:02,18.254525619557384,-64.97568603509873,0,0,0.03586243363034425,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:02,18.233153884797026,-64.98243341350324,0,0,2.0930309075598377,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:02,18.25774337272792,-64.9775191503234,0,0,-1.8077088477937884,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:03,18.254526083913724,-64.97567293852296,0,0,0.035908608590943074,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:03,18.233164623775792,-64.98244008712895,0,0,2.092516590084152,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:03,18.257731299812296,-64.97752207299686,0,0,-1.8078649727781695,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:04,18.254526390519807,-64.97566422785421,0,0,0.036087432718378144,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:04,18.23317176993701,-64.98244454905856,0,0,2.0921051219847726,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:04,18.257723239578123,-64.97752407521995,0,0,-1.807441965707038,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:05,18.254526845886733,-64.97565119388287,0,0,0.03624790297752393,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:05,18.233182593286102,-64.98245100162983,0,0,2.092197237847983,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:05,18.257711089537285,-64.97752727831441,0,0,-1.806976430305791,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:06,18.254527147225936,-64.97564252940691,0,0,0.036477770927342536,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:06,18.233189805366614,-64.98245529128408,0,0,2.0927752931320924,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:06,18.25770305402647,-64.97752925907304,0,0,-1.8060024142158124,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:07,18.25452759808278,-64.97562957140094,0,0,0.03658206945890872,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:07,18.233200526849718,-64.982461878167,0,0,2.093275226557429,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:07,18.257690932788133,-64.97753239478128,0,0,-1.8056305817303586,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:08,18.254527899427867,-64.9756209476912,0,0,0.03661671907947464,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:08,18.233207695965543,-64.98246620680376,0,0,2.0938081516393017,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:08,18.25768284115797,-64.9775345056997,0,0,-1.8057333009280794,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:09,18.25452835558594,-64.97560800843961,0,0,0.036549008596048996,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:09,18.233218530916574,-64.98247257061286,0,0,2.093807039391742,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:09,18.25767078183439,-64.97753740729155,0,0,-1.8061021277500062,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:10,18.254528663293268,-64.97559937109419,0,0,0.03633087024093796,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:10,18.233225713970896,-64.98247693842264,0,0,2.093326654261829,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:10,18.25766267945075,-64.9775394708356,0,0,-1.8070925263057058,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:11,18.25452913018845,-64.97558638958377,0,0,0.03613903234460416,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:11,18.233236425438065,-64.98248365078938,0,0,2.092847346273426,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:11,18.25765056857645,-64.97754246496811,0,0,-1.807665413003334,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:12,18.254529444441673,-64.9755777112403,0,0,0.035854477800105276,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:12,18.233243618510485,-64.98248801976352,0,0,2.092183123920637,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:12,18.25764253045978,-64.97754436770241,0,0,-1.807875455150173,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:13,18.25452991857153,-64.97556465257962,0,0,0.03570809827792161,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:13,18.23325444857003,-64.98249448794482,0,0,2.091984185878317,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:13,18.257630375427684,-64.97754751598023,0,0,-1.8077551529241824,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:14,18.254530235067232,-64.97555592601917,0,0,0.03560584567518211,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:14,18.233261610867174,-64.9824989036741,0,0,2.0922100278984352,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:14,18.257622321086945,-64.97754952860716,0,0,-1.806939865418516,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:15,18.25453070780551,-64.97554282351328,0,0,0.03562835683674583,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:15,18.23327234439358,-64.98250548657609,0,0,2.0926519945489934,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:15,18.257610237997724,-64.97755256373188,0,0,-1.8062319883114413,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:16,18.25453102061116,-64.9755340894117,0,0,0.03578270261383065,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:16,18.23327956166984,-64.98250971754773,0,0,2.0933654465406737,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:16,18.257602127582427,-64.97755473911242,0,0,-1.8056455456718614,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:17,18.254531485256052,-64.97552100609096,0,0,0.035938117978746006,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:17,18.23329036794842,-64.98251612314817,0,0,2.0936102238733234,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:17,18.257590058978312,-64.9775577280284,0,0,-1.8055321423939257,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:18,18.254531741508057,-64.9755137407812,0,0,0.03618236041866476,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:18,18.233296333065258,-64.98251981648063,0,0,2.093508816479712,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:18,18.257583322465646,-64.97755940436944,0,0,-1.8060489335071022,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:20,18.254532249069797,-64.9754992956108,0,0,0.036310484553985216,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:20,18.233308267451843,-64.98252713559954,0,0,2.093126697750356,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:20,18.257569837548697,-64.97756285375415,0,0,-1.8067571174637767,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:21,18.254532553250247,-64.97549064547793,0,0,0.03639130648340263,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:21,18.233315491963918,-64.98253143463802,0,0,2.0923236697444416,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:21,18.25756180554597,-64.97756473579383,0,0,-1.807649271325593,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:22,18.254533011397545,-64.97547769274925,0,0,0.03635261292975894,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:22,18.233326264274332,-64.98253804025056,0,0,2.091909406218239,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:22,18.25754967319675,-64.97756776810368,0,0,-1.8080569626931875,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:23,18.254533319204967,-64.975469064381,0,0,0.03615897264589864,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:23,18.233333407033182,-64.98254251490863,0,0,2.0917857157188613,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:23,18.257541585802123,-64.97756981929632,0,0,-1.808047105963151,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:24,18.25453378559125,-64.97545611454376,0,0,0.035962825708504814,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:24,18.23334420457485,-64.98254899395688,0,0,2.092084711262147,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:24,18.2575295272137,-64.97757274770338,0,0,-1.8074890362577802,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:25,18.254534099543182,-64.97544746606661,0,0,0.035637573596016166,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:25,18.233351428224363,-64.98255322796541,0,0,2.0928154790825966,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:25,18.257521424583558,-64.97757489289954,0,0,-1.8065955358158097,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:26,18.254534573646595,-64.97543446077748,0,0,0.035445549540818494,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:26,18.2333621703043,-64.98255976488322,0,0,2.093254159560373,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:26,18.257509323857825,-64.97757799751446,0,0,-1.80602489118494,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:28,18.254534890625237,-64.97542576835609,0,0,0.03525941753255134,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:28,18.23336932297856,-64.98256414985315,0,0,2.093517245095883,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:28,18.25750127809526,-64.9775799841029,0,0,-1.8055710194144468,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:29,18.25453536532157,-64.97541269966655,0,0,0.0352276553366309,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:29,18.233380144647295,-64.98257056424592,0,0,2.0933004560432757,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:29,18.257489119634066,-64.97758316938578,0,0,-1.805829867243124,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:30,18.25453568004346,-64.97540397250833,0,0,0.035322134226602867,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:30,18.233387347479955,-64.9825748957645,0,0,2.0925772374073364,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:30,18.257481071991435,-64.97758512578041,0,0,-1.8066329102017542,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:31,18.254536148060353,-64.97539087725794,0,0,0.035460334276970214,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:31,18.233398064927652,-64.98258161346533,0,0,2.0920749780284096,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:31,18.257468976429326,-64.97758806171055,0,0,-1.8072788490565124,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:32,18.254536457055345,-64.9753821551262,0,0,0.03571794004391021,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:32,18.23340523953458,-64.98258603047304,0,0,2.0916116318311317,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:32,18.25746086502687,-64.97759014226067,0,0,-1.8081380065739074,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:33,18.254536916682778,-64.97536909608488,0,0,0.03587863350256426,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:33,18.233416077220838,-64.98259245893499,0,0,2.0916384943963964,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:33,18.25744880278746,-64.97759302708027,0,0,-1.8081938397388235,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:35,18.254537221466425,-64.97536040993074,0,0,0.03603159736249359,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:35,18.2334232597809,-64.9825968034058,0,0,2.0921392434331842,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:35,18.25744072521439,-64.97759506513545,0,0,-1.8077235235531721,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:36,18.254537678473348,-64.97534741299405,0,0,0.03604453893344831,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:36,18.233432798550112,-64.98260268025437,0,0,2.092636021924162,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:36,18.257428587006963,-64.97759823524171,0,0,-1.807196280205111,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:37,18.254537984408202,-64.97533876641458,0,0,0.03591144864076492,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:37,18.2334411815543,-64.9826076690117,0,0,2.093203787321534,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:37,18.25742055545561,-64.9776002038583,0,0,-1.8061513057643273,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:38,18.254538447184252,-64.97532580844376,0,0,0.03573273570787524,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:38,18.23345201091966,-64.98261403921396,0,0,2.09324415063765,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:38,18.257408417342734,-64.97760338208133,0,0,-1.8057935061481605,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:39,18.254538707170408,-64.97531859365742,0,0,0.035383782484389614,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:39,18.23345798899256,-64.9826177148212,0,0,2.0928503914752343,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:39,18.257401664821405,-64.97760513132395,0,0,-1.8058728036088596,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:40,18.254539229790637,-64.97530419477988,0,0,0.03514165049254775,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:40,18.233469896878052,-64.98262511911767,0,0,2.092384458623957,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:40,18.257388271995104,-64.97760837115912,0,0,-1.8062594037408728,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:41,18.254539545419625,-64.9752955316821,0,0,0.034844440407538584,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:41,18.233477116531628,-64.9826294416195,0,0,2.0916667022718847,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:41,18.257380162415373,-64.97761045713736,0,0,-1.8073424175863058,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:43,18.25454001910446,-64.97528250842637,0,0,0.03472851131598857,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
564702000,2025-09-05T15:40:43,18.233487923137293,-64.98263596290016,0,0,2.091407698739926,EPIC CURACAO,IMO9698288,9V2515,80,1,95,15,5.5,80,A,2
353327000,2025-09-05T15:40:43,18.257368069725533,-64.97761340085071,0,0,-1.8079580135038675,GRAPETREE BAY,IMO8133968,HO8940,31,1,27,8,3.4,52,A,3
375605000,2025-09-05T15:40:44,18.254540281974226,-64.97527524347413,0,0,0.0347126585738239,DENI,IMO9844382,J8B6015,52,1,28,11,4.7,52,A,1
